no,year,TMP,SPEED,SRAD,PPT,PET,SW,LAI,CO2,ELE,SLP,AREA,CTI,RIVER,LON,LAT,CLAY,SAND,SILT,Cluster,p-n,AET,R
element_100,1985,299.2487377,4.127302581,236.9676784,1269.688097,2477.347682,19.21949295,1.899511723,2197.573805,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7452106,1086.992171,182.695926
element_100,1986,299.1333767,4.260556455,237.3276883,1204.241476,2435.929326,19.24394693,2.124982597,2248.845637,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.817147,1052.176493,152.0649831
element_100,1987,298.9812252,4.187744419,233.4848683,1510.616898,2377.850401,18.56606151,1.909822528,1998.636953,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7459128,1219.638592,290.9783059
element_100,1988,299.0635294,4.105879656,236.0497107,1377.908877,2405.573103,18.59701357,2.002318478,2371.048384,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7626606,1150.401765,227.5071122
element_100,1989,299.3731763,4.142735766,237.171138,1245.778866,2457.066917,18.64093295,1.91730145,1657.577381,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.6892014,1058.160679,187.6181867
element_100,1990,299.3997574,4.238793333,237.0380342,1288.785231,2472.984596,18.83217742,2.018480082,2406.037621,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7535214,1100.581582,188.2036486
element_100,1991,299.1581316,4.058786954,230.0310649,1600.461293,2398.919028,19.05370332,2.066226877,1106.4084,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.8456919,1297.140652,303.3206412
element_100,1992,299.0638941,4.079579354,234.6421002,1387.634138,2384.813711,19.1216812,2.104145434,2008.250377,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.8289393,1167.546302,220.087836
element_100,1993,298.8541224,4.062471356,233.0611563,1368.893359,2376.682203,18.66479693,2.208882321,1624.060384,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.8292062,1154.990402,213.9029572
element_100,1994,299.1668905,4.313017254,240.18384,1208.954788,2454.346779,18.68196436,1.950931593,2384.558921,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7088934,1037.744434,171.2103541
element_100,1995,299.1961275,4.181835836,233.6875074,1606.990837,2442.020005,16.68172249,1.844143153,1691.440809,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7535716,1285.008015,321.9828225
element_100,1996,299.2909459,4.241470421,235.4908628,1318.626078,2460.29873,17.09925793,2.023602874,2366.631311,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7784669,1123.351449,195.2746288
element_100,1997,299.431951,4.176827275,237.5925123,1325.833313,2505.815633,17.04409303,2.180354896,1739.161426,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.8044302,1138.161286,187.6720269
element_100,1998,299.2085275,4.066349361,233.5772741,1453.781067,2454.532015,16.98335755,1.977288956,2367.843587,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7874626,1208.149694,245.6313734
element_100,1999,299.5019301,4.13696296,238.8311705,1199.216466,2504.745398,16.69821324,2.180340015,1468.080569,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.8041371,1052.806984,146.4094822
element_100,2000,299.4111981,4.218969795,239.6230871,1243.211313,2484.099913,16.52183605,1.916825211,2366.717772,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7533343,1071.793435,171.4178784
element_100,2001,299.7127538,4.140608121,239.963825,1161.103996,2590.778291,16.48229804,1.890984298,1481.850964,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7047428,1016.472027,144.6319693
element_100,2002,299.7619629,4.21739838,235.2537625,1426.235302,2569.515758,17.09644062,1.951621273,2221.044572,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7529949,1198.633841,227.601461
element_100,2003,299.5361476,4.205886894,237.9881001,1137.298851,2481.741124,16.83302459,1.871847106,1236.05948,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.6932739,989.0512877,148.2475633
element_100,2004,299.5293198,4.188967257,239.3706466,1264.890963,2494.424715,16.61821163,1.963932181,2359.442722,4.68983209,0.013890167,4421.4,5.985876688,22.34475292,36.38276057,-18.29553204,45.00063705,24.17111969,22.29771042,11,1.7533662,1087.183554,177.707409
